			Bx	By	Bz
60	20	140	-5.25E-04	1.04E+00	-1.72E-03
60	20	160	-5.94E-04	1.04E+00	-1.58E-03
60	20	180	-1.72E-03	1.03E+00	-8.52E-04
60	20	200	-2.85E-03	1.03E+00	-1.26E-04
60	20	220	-3.98E-03	1.03E+00	6.00E-04
60	20	240	-1.09E-03	1.02E+00	-7.11E-03
60	20	260	-7.24E-04	1.01E+00	-6.32E-03
60	20	280	-4.21E-04	1.00E+00	-5.88E-03
60	20	300	-2.21E-03	9.92E-01	-9.60E-03
60	40	-300	-6.09E-03	9.98E-01	1.48E-02
60	40	-280	-1.80E-03	1.01E+00	2.01E-02
60	40	-260	-5.42E-03	1.02E+00	1.42E-02
60	40	-240	-9.05E-03	1.03E+00	8.44E-03
60	40	-220	-1.27E-02	1.04E+00	2.64E-03
60	40	-200	-3.99E-03	1.04E+00	7.80E-03
60	40	-180	-3.24E-03	1.04E+00	2.71E-04
60	40	-160	-2.85E-03	1.04E+00	2.97E-04
60	40	-140	-1.10E-03	1.04E+00	-9.55E-04
60	40	-120	-1.09E-03	1.04E+00	-6.55E-04
60	40	-100	-1.08E-03	1.04E+00	-3.55E-04
60	40	-80	-1.07E-03	1.04E+00	-5.52E-05
60	40	-60	-1.91E-03	1.04E+00	-5.11E-04
60	40	-40	-1.67E-03	1.04E+00	-5.98E-04
60	40	-20	-1.49E-03	1.04E+00	-5.90E-04
60	40	0	-1.31E-03	1.04E+00	-5.82E-04
60	40	20	-1.14E-03	1.04E+00	-5.74E-04
60	40	40	-7.40E-04	1.04E+00	-4.30E-04
60	40	60	-3.27E-04	1.04E+00	3.62E-04
60	40	80	-1.21E-03	1.04E+00	-9.19E-04
60	40	100	-1.11E-03	1.04E+00	-6.56E-04
60	40	120	-1.00E-03	1.04E+00	-3.10E-03
60	40	140	-1.10E-03	1.04E+00	-3.16E-03
60	40	160	-1.19E-03	1.04E+00	-3.23E-03
60	40	180	-2.45E-03	1.03E+00	-2.60E-03
60	40	200	-2.87E-03	1.03E+00	-3.70E-03
60	40	220	-2.95E-03	1.03E+00	-7.54E-03
60	40	240	-3.03E-03	1.02E+00	-1.14E-02
60	40	260	-3.11E-03	1.02E+00	-1.52E-02
60	40	280	-4.46E-03	1.01E+00	-1.78E-02
60	40	300	-6.25E-03	9.96E-01	-2.16E-02
60	60	-300	-9.45E-04	1.02E+00	3.28E-02
60	60	-280	-4.57E-03	1.02E+00	2.70E-02
60	60	-260	-8.20E-03	1.03E+00	2.12E-02
60	60	-240	-1.18E-02	1.04E+00	1.54E-02
60	60	-220	-1.57E-03	1.04E+00	5.56E-03
60	60	-200	-5.87E-03	1.04E+00	6.57E-03
60	60	-180	-4.32E-03	1.04E+00	4.37E-03
60	60	-160	-3.94E-03	1.04E+00	1.72E-03
60	60	-140	-1.12E-03	1.04E+00	-5.10E-04
60	60	-120	-1.11E-03	1.04E+00	-2.10E-04
60	60	-100	-2.02E-03	1.04E+00	-7.52E-04
60	60	-80	-2.15E-03	1.04E+00	-4.13E-04
60	60	-60	-1.46E-03	1.04E+00	-9.85E-04
60	60	-40	-1.29E-03	1.04E+00	-9.77E-04
60	60	-20	-1.11E-03	1.04E+00	-9.70E-04
60	60	0	-9.35E-04	1.04E+00	-9.62E-04
60	60	20	-7.59E-04	1.04E+00	-9.54E-04
60	60	40	4.57E-04	1.04E+00	6.61E-04
60	60	60	-2.61E-04	1.04E+00	3.91E-04
60	60	80	-1.15E-03	1.04E+00	-8.89E-04
60	60	100	-2.03E-03	1.04E+00	-2.17E-03
60	60	120	-2.00E-03	1.04E+00	-1.97E-03
60	60	140	-1.67E-03	1.04E+00	-4.61E-03
60	60	160	-1.87E-03	1.04E+00	-4.99E-03
60	60	180	-7.38E-03	1.04E+00	-3.52E-03
60	60	200	-6.47E-03	1.03E+00	-7.43E-03
60	60	220	-5.57E-03	1.03E+00	-1.13E-02
60	60	240	-4.67E-03	1.03E+00	-1.53E-02
60	60	260	-3.76E-03	1.02E+00	-1.92E-02
60	60	280	-5.17E-03	1.02E+00	-3.13E-02
60	60	300	-1.03E-02	1.00E+00	-3.35E-02
60	80	-300	-3.72E-03	1.02E+00	3.97E-02
60	80	-280	-7.34E-03	1.03E+00	3.39E-02
60	80	-260	-6.69E-03	1.04E+00	2.64E-02
60	80	-240	-5.40E-03	1.04E+00	1.80E-02
60	80	-220	-4.67E-03	1.04E+00	1.12E-02
60	80	-200	-4.83E-03	1.04E+00	7.46E-03
60	80	-180	-6.20E-03	1.04E+00	3.13E-03
60	80	-160	-5.04E-03	1.04E+00	3.15E-03
60	80	-140	-2.12E-03	1.04E+00	-9.94E-04
60	80	-120	-2.25E-03	1.04E+00	-6.55E-04
60	80	-100	-1.44E-03	1.04E+00	-1.38E-03
60	80	-80	-1.26E-03	1.04E+00	-1.37E-03
60	80	-60	-1.09E-03	1.04E+00	-1.37E-03
60	80	-40	-9.09E-04	1.04E+00	-1.36E-03
60	80	-20	-7.33E-04	1.04E+00	-1.35E-03
60	80	0	-5.56E-04	1.04E+00	-1.34E-03
60	80	20	-3.28E-04	1.04E+00	-1.30E-03
60	80	40	6.85E-04	1.04E+00	4.73E-04
60	80	60	-1.94E-04	1.04E+00	4.21E-04
60	80	80	-1.08E-03	1.04E+00	-8.59E-04
60	80	100	-1.96E-03	1.04E+00	-2.14E-03
60	80	120	-4.29E-03	1.04E+00	-5.15E-03
60	80	140	-3.77E-03	1.04E+00	2.87E-04
60	80	160	-2.90E-03	1.05E+00	-7.51E-03
60	80	180	-8.08E-03	1.05E+00	-6.67E-03
60	80	200	-7.18E-03	1.04E+00	-1.06E-02
60	80	220	-6.28E-03	1.04E+00	-1.45E-02
60	80	240	-5.37E-03	1.04E+00	-1.84E-02
60	80	260	-4.47E-03	1.03E+00	-2.23E-02
60	80	280	-7.86E-03	1.03E+00	-3.65E-02
60	80	300	-9.38E-03	1.02E+00	-4.90E-02
60	100	-300	-6.53E-03	1.03E+00	4.87E-02
60	100	-280	-1.05E-02	1.04E+00	3.89E-02
60	100	-260	-9.22E-03	1.04E+00	3.05E-02
60	100	-240	-7.93E-03	1.05E+00	2.22E-02
60	100	-220	-5.10E-03	1.05E+00	1.12E-02
60	100	-200	-5.25E-03	1.05E+00	7.41E-03
60	100	-180	-5.61E-03	1.05E+00	4.59E-03
60	100	-160	-4.61E-03	1.05E+00	1.95E-03
60	100	-140	-1.41E-03	1.04E+00	-1.78E-03
60	100	-120	-1.24E-03	1.04E+00	-1.77E-03
60	100	-100	-1.06E-03	1.04E+00	-1.76E-03
60	100	-80	-8.83E-04	1.04E+00	-1.75E-03
60	100	-60	-7.06E-04	1.04E+00	-1.75E-03
60	100	-40	-5.30E-04	1.04E+00	-1.74E-03
60	100	-20	-3.54E-04	1.04E+00	-1.73E-03
60	100	0	-1.77E-04	1.04E+00	-1.72E-03
60	100	20	-6.80E-05	1.04E+00	-1.73E-03
60	100	40	7.58E-04	1.04E+00	1.73E-03
60	100	60	-1.28E-04	1.04E+00	4.51E-04
60	100	80	-6.13E-04	1.04E+00	9.65E-05
60	100	100	-4.18E-04	1.04E+00	6.04E-04
60	100	120	-2.28E-03	1.04E+00	-2.46E-03
60	100	140	1.88E-03	1.04E+00	1.72E-03
60	100	160	-1.29E-03	1.04E+00	-2.42E-03
60	100	180	-4.30E-03	1.04E+00	-6.27E-03
60	100	200	-5.54E-03	1.05E+00	-1.15E-02
60	100	220	-6.79E-03	1.05E+00	-1.67E-02
60	100	240	-8.03E-03	1.05E+00	-2.20E-02
60	100	260	-5.17E-03	1.04E+00	-2.55E-02
60	100	280	-8.91E-03	1.03E+00	-4.18E-02
60	100	300	-1.23E-02	1.03E+00	-5.58E-02
60	120	-300	-1.46E-02	1.06E+00	5.32E-02
60	120	-280	-1.21E-02	1.06E+00	4.21E-02
60	120	-260	-9.62E-03	1.06E+00	3.09E-02
60	120	-240	-5.37E-03	1.05E+00	1.49E-02
60	120	-220	-5.79E-03	1.05E+00	1.23E-02
60	120	-200	-5.08E-03	1.05E+00	5.33E-03
60	120	-180	-5.91E-03	1.06E+00	3.00E-03
60	120	-160	-3.64E-03	1.05E+00	-6.85E-04
60	120	-140	-1.28E-03	1.05E+00	-3.93E-03
60	120	-120	-8.28E-04	1.05E+00	-3.71E-03
60	120	-100	-6.97E-04	1.04E+00	-3.32E-03
60	120	-80	-5.65E-04	1.04E+00	-2.92E-03
60	120	-60	-4.34E-04	1.04E+00	-2.52E-03
60	120	-40	-1.51E-04	1.04E+00	-2.12E-03
60	120	-20	2.55E-05	1.04E+00	-2.11E-03
60	120	0	8.43E-05	1.04E+00	-2.16E-03
60	120	20	1.92E-04	1.04E+00	-2.17E-03
60	120	40	8.24E-04	1.04E+00	1.76E-03
60	120	60	5.13E-04	1.04E+00	8.83E-04
60	120	80	7.08E-04	1.04E+00	1.39E-03
60	120	100	9.04E-04	1.04E+00	1.90E-03
60	120	120	1.25E-03	1.04E+00	-2.50E-03
60	120	140	-8.91E-04	1.05E+00	-2.37E-03
60	120	160	-7.00E-04	1.05E+00	5.18E-04
60	120	180	-3.37E-03	1.05E+00	-4.46E-03
60	120	200	-4.88E-03	1.05E+00	-9.82E-03
60	120	220	-6.13E-03	1.05E+00	-1.51E-02
60	120	240	-7.37E-03	1.06E+00	-2.03E-02
60	120	260	-9.98E-03	1.06E+00	-3.19E-02
60	120	280	-1.33E-02	1.06E+00	-4.75E-02
60	120	300	-1.28E-02	1.05E+00	-5.82E-02
60	140	-300	-1.44E-02	1.08E+00	5.36E-02
60	140	-280	-1.19E-02	1.08E+00	4.25E-02
60	140	-260	-8.14E-03	1.08E+00	2.70E-02
60	140	-240	-5.58E-03	1.07E+00	1.48E-02
60	140	-220	-1.60E-03	1.07E+00	1.19E-02
60	140	-200	1.23E-03	1.06E+00	8.77E-03
60	140	-180	-4.06E-03	1.06E+00	-9.22E-04
60	140	-160	-1.79E-03	1.05E+00	-4.61E-03
60	140	-140	7.30E-04	1.05E+00	-8.48E-03
60	140	-120	3.85E-04	1.04E+00	-5.14E-03
60	140	-100	7.82E-04	1.04E+00	-4.66E-03
60	140	-80	9.13E-04	1.04E+00	-4.26E-03
60	140	-60	1.04E-03	1.04E+00	-3.87E-03
60	140	-40	1.18E-03	1.04E+00	-3.47E-03
60	140	-20	1.31E-03	1.04E+00	-3.08E-03
60	140	0	1.37E-03	1.04E+00	-2.79E-03
60	140	20	2.50E-03	1.04E+00	-1.13E-04
60	140	40	1.64E-03	1.04E+00	1.67E-03
60	140	60	1.83E-03	1.04E+00	2.18E-03
60	140	80	2.03E-03	1.04E+00	2.68E-03
60	140	100	3.96E-03	1.04E+00	2.63E-03
60	140	120	1.77E-03	1.04E+00	1.68E-03
60	140	140	4.97E-04	1.05E+00	1.51E-03
60	140	160	-7.76E-04	1.05E+00	1.34E-03
60	140	180	-2.78E-03	1.05E+00	-1.51E-03
60	140	200	-4.23E-03	1.06E+00	-8.14E-03
60	140	220	-5.47E-03	1.06E+00	-1.34E-02
60	140	240	-5.43E-03	1.07E+00	-1.48E-02
60	140	260	-8.74E-03	1.07E+00	-3.04E-02
60	140	280	-1.21E-02	1.07E+00	-4.60E-02
60	140	300	-1.32E-02	1.07E+00	-5.90E-02
60	160	-300	-1.10E-02	1.10E+00	4.98E-02
60	160	-280	-9.06E-03	1.10E+00	3.46E-02
60	160	-260	-5.46E-03	1.09E+00	1.91E-02
60	160	-240	-6.55E-03	1.08E+00	7.84E-03
60	160	-220	-3.72E-03	1.07E+00	4.74E-03
60	160	-200	-8.94E-04	1.06E+00	1.64E-03
60	160	-180	-2.21E-03	1.06E+00	-4.85E-03
60	160	-160	6.49E-05	1.05E+00	-8.54E-03
60	160	-140	2.34E-03	1.05E+00	-1.22E-02
60	160	-120	2.39E-03	1.04E+00	-9.69E-03
60	160	-100	2.05E-03	1.04E+00	-6.34E-03
60	160	-80	2.39E-03	1.04E+00	-5.60E-03
60	160	-60	2.52E-03	1.04E+00	-5.21E-03
60	160	-40	2.65E-03	1.04E+00	-4.81E-03
60	160	-20	2.78E-03	1.03E+00	-4.42E-03
60	160	0	3.78E-03	1.03E+00	-3.11E-03
60	160	20	4.60E-03	1.03E+00	-3.45E-05
60	160	40	4.28E-03	1.03E+00	3.43E-03
60	160	60	4.82E-03	1.04E+00	2.90E-03
60	160	80	4.52E-03	1.04E+00	3.44E-03
60	160	100	4.77E-03	1.04E+00	6.22E-03
60	160	120	3.89E-03	1.04E+00	5.94E-03
60	160	140	1.89E-03	1.05E+00	5.38E-03
60	160	160	6.13E-04	1.05E+00	5.22E-03
60	160	180	-6.60E-04	1.06E+00	5.05E-03
60	160	200	-4.85E-03	1.06E+00	-3.54E-03
60	160	220	-4.81E-03	1.07E+00	-1.17E-02
60	160	240	-9.60E-03	1.07E+00	-1.57E-02
60	160	260	-9.06E-03	1.08E+00	-2.72E-02
60	160	280	-8.52E-03	1.09E+00	-3.86E-02
60	160	300	-7.98E-03	1.10E+00	-5.01E-02
60	180	-300	-9.74E-03	1.11E+00	4.10E-02
60	180	-280	-6.64E-03	1.10E+00	2.53E-02
60	180	-260	-4.69E-03	1.09E+00	1.01E-02
60	180	-240	-3.29E-03	1.09E+00	-2.06E-03
60	180	-220	-3.26E-03	1.08E+00	-4.25E-03
60	180	-200	-3.24E-03	1.06E+00	-6.45E-03
60	180	-180	-2.92E-03	1.05E+00	-8.20E-03
60	180	-160	-5.71E-04	1.05E+00	-1.21E-02
60	180	-140	4.19E-03	1.05E+00	-1.61E-02
60	180	-120	4.40E-03	1.05E+00	-1.42E-02
60	180	-100	4.06E-03	1.04E+00	-1.09E-02
60	180	-80	3.71E-03	1.04E+00	-7.55E-03
60	180	-60	4.00E-03	1.03E+00	-6.55E-03
60	180	-40	4.13E-03	1.03E+00	-6.16E-03
60	180	-20	5.67E-03	1.03E+00	-5.04E-03
60	180	0	5.89E-03	1.03E+00	-3.03E-03
60	180	20	5.61E-03	1.03E+00	4.27E-04
60	180	40	5.29E-03	1.03E+00	3.90E-03
60	180	60	5.40E-03	1.03E+00	6.73E-03
60	180	80	4.79E-03	1.04E+00	4.79E-03
60	180	100	5.62E-03	1.04E+00	1.01E-02
60	180	120	4.75E-03	1.05E+00	9.78E-03
60	180	140	3.27E-03	1.05E+00	9.26E-03
60	180	160	2.00E-03	1.05E+00	9.09E-03
60	180	180	7.29E-04	1.06E+00	8.92E-03
60	180	200	-4.26E-03	1.07E+00	-6.02E-04
60	180	220	-4.43E-03	1.08E+00	-1.26E-04
60	180	240	-6.55E-03	1.09E+00	-6.48E-03
60	180	260	-7.01E-03	1.10E+00	-1.74E-02
60	180	280	-3.33E-03	1.11E+00	-2.97E-02
60	180	300	-2.79E-03	1.12E+00	-4.12E-02
60	200	-300	-5.81E-03	1.14E+00	2.31E-02
60	200	-280	-4.14E-03	1.12E+00	1.42E-02
60	200	-260	-2.27E-03	1.10E+00	8.46E-04
60	200	-240	-5.30E-04	1.09E+00	-1.23E-02
60	200	-220	-5.04E-04	1.08E+00	-1.45E-02
60	200	-200	-4.78E-04	1.07E+00	-1.67E-02
60	200	-180	4.63E-05	1.06E+00	-1.88E-02
60	200	-160	2.88E-03	1.05E+00	-1.70E-02
60	200	-140	4.84E-03	1.05E+00	-1.96E-02
60	200	-120	5.22E-03	1.04E+00	-1.82E-02
60	200	-100	5.11E-03	1.04E+00	-1.50E-02
60	200	-80	5.00E-03	1.04E+00	-1.19E-02
60	200	-60	5.38E-03	1.03E+00	-8.76E-03
60	200	-40	5.61E-03	1.03E+00	-7.50E-03
60	200	-20	7.26E-03	1.03E+00	-6.05E-03
60	200	0	6.94E-03	1.03E+00	-2.57E-03
60	200	20	6.62E-03	1.03E+00	9.03E-04
60	200	40	6.40E-03	1.03E+00	4.67E-03
60	200	60	6.21E-03	1.03E+00	8.36E-03
60	200	80	6.39E-03	1.04E+00	1.14E-02
60	200	100	4.24E-03	1.03E+00	1.31E-02
60	200	120	4.16E-03	1.04E+00	1.40E-02
60	200	140	4.02E-03	1.05E+00	1.48E-02
60	200	160	4.27E-03	1.05E+00	1.56E-02
60	200	180	3.48E-03	1.06E+00	1.62E-02
60	200	200	1.95E-03	1.07E+00	1.52E-02
60	200	220	2.05E-03	1.08E+00	4.25E-03
60	200	240	-1.90E-03	1.09E+00	6.09E-03
60	200	260	-3.80E-03	1.11E+00	-5.42E-03
60	200	280	-5.69E-03	1.12E+00	-1.69E-02
60	200	300	-7.59E-03	1.14E+00	-2.84E-02
60	220	-300	-2.72E-03	1.16E+00	3.74E-03
60	220	-280	-1.05E-03	1.14E+00	-5.13E-03
60	220	-260	6.30E-04	1.12E+00	-1.40E-02
60	220	-240	2.23E-03	1.10E+00	-2.26E-02
60	220	-220	2.25E-03	1.09E+00	-2.48E-02
60	220	-200	2.52E-03	1.08E+00	-2.69E-02
60	220	-180	3.17E-03	1.07E+00	-2.89E-02
60	220	-160	7.39E-03	1.06E+00	-2.57E-02
60	220	-140	9.07E-03	1.05E+00	-2.62E-02
60	220	-120	8.83E-03	1.04E+00	-2.31E-02
60	220	-100	8.80E-03	1.03E+00	-2.02E-02
60	220	-80	8.77E-03	1.03E+00	-1.72E-02
60	220	-60	3.39E-03	1.03E+00	-1.19E-02
60	220	-40	1.73E-02	1.02E+00	-1.26E-02
60	220	-20	6.83E-03	1.01E+00	-4.61E-03
60	220	0	6.84E-03	1.02E+00	-9.53E-04
60	220	20	6.84E-03	1.02E+00	2.70E-03
60	220	40	6.85E-03	1.02E+00	6.35E-03
60	220	60	6.19E-03	1.02E+00	1.02E-02
60	220	80	3.77E-03	1.02E+00	9.93E-03
60	220	100	9.74E-03	1.03E+00	1.79E-02
60	220	120	6.24E-03	1.04E+00	2.26E-02
60	220	140	6.42E-03	1.04E+00	2.33E-02
60	220	160	6.59E-03	1.05E+00	2.41E-02
60	220	180	6.76E-03	1.06E+00	2.49E-02
60	220	200	5.54E-03	1.07E+00	2.53E-02
60	220	220	4.92E-03	1.08E+00	2.03E-02
60	220	240	2.81E-03	1.10E+00	1.70E-02
60	220	260	-2.86E-05	1.11E+00	1.22E-02
60	220	280	-2.39E-03	1.13E+00	8.16E-04
60	220	300	-6.00E-03	1.15E+00	-1.23E-02
60	240	-300	1.96E-03	1.17E+00	-1.96E-02
60	240	-280	4.83E-03	1.14E+00	-3.08E-02
60	240	-260	5.34E-03	1.12E+00	-3.57E-02
60	240	-240	3.67E-03	1.10E+00	-3.33E-02
60	240	-220	4.70E-03	1.09E+00	-3.91E-02
60	240	-200	8.65E-03	1.07E+00	-3.97E-02
60	240	-180	9.79E-03	1.06E+00	-4.13E-02
60	240	-160	1.29E-02	1.05E+00	-3.74E-02
60	240	-140	1.44E-02	1.04E+00	-3.55E-02
60	240	-120	1.37E-02	1.03E+00	-2.90E-02
60	240	-100	1.13E-02	1.03E+00	-2.47E-02
60	240	-80	8.97E-03	1.02E+00	-2.05E-02
60	240	-60	6.62E-03	1.02E+00	-1.62E-02
60	240	-40	1.91E-02	1.01E+00	-1.67E-02
60	240	-20	1.12E-02	1.01E+00	-1.12E-02
60	240	0	1.11E-02	1.01E+00	-2.65E-03
60	240	20	1.04E-02	1.01E+00	4.88E-03
60	240	40	1.04E-02	1.01E+00	8.54E-03
60	240	60	1.04E-02	1.01E+00	1.22E-02
60	240	80	1.09E-02	1.02E+00	1.67E-02
60	240	100	1.06E-02	1.02E+00	2.52E-02
60	240	120	1.11E-02	1.03E+00	2.96E-02
60	240	140	1.06E-02	1.04E+00	3.06E-02
60	240	160	1.01E-02	1.05E+00	3.17E-02
60	240	180	9.16E-03	1.06E+00	3.34E-02
60	240	200	9.33E-03	1.07E+00	3.42E-02
60	240	220	1.10E-02	1.08E+00	3.59E-02
60	240	240	6.64E-03	1.10E+00	3.34E-02
60	240	260	2.25E-03	1.12E+00	3.09E-02
60	240	280	5.17E-04	1.14E+00	1.86E-02
60	240	300	1.51E-03	1.17E+00	1.43E-02
60	260	-300	8.19E-03	1.17E+00	-4.77E-02
60	260	-280	1.15E-02	1.14E+00	-5.94E-02
60	260	-260	9.78E-03	1.12E+00	-5.70E-02
60	260	-240	8.11E-03	1.10E+00	-5.46E-02
60	260	-220	6.94E-03	1.08E+00	-5.38E-02
60	260	-200	1.43E-02	1.07E+00	-5.26E-02
60	260	-180	1.46E-02	1.05E+00	-5.39E-02
60	260	-160	1.02E-02	1.05E+00	-4.55E-02
60	260	-140	1.03E-02	1.03E+00	-3.96E-02
60	260	-120	1.18E-02	1.03E+00	-3.88E-02
60	260	-100	1.46E-02	1.01E+00	-2.91E-02
60	260	-80	1.22E-02	1.01E+00	-2.48E-02
60	260	-60	9.85E-03	1.01E+00	-2.06E-02
60	260	-40	2.08E-02	1.00E+00	-2.07E-02
60	260	-20	1.42E-02	1.00E+00	-1.08E-02
60	260	0	1.41E-02	1.00E+00	-2.26E-03
60	260	20	1.39E-02	1.00E+00	6.32E-03
60	260	40	1.40E-02	1.00E+00	1.07E-02
60	260	60	1.40E-02	1.01E+00	1.44E-02
60	260	80	1.38E-02	1.01E+00	2.20E-02
60	260	100	1.40E-02	1.02E+00	3.04E-02
60	260	120	1.33E-02	1.02E+00	3.92E-02
60	260	140	1.29E-02	1.03E+00	4.10E-02
60	260	160	1.24E-02	1.04E+00	4.21E-02
60	260	180	1.18E-02	1.05E+00	4.31E-02
60	260	200	1.11E-02	1.07E+00	5.09E-02
60	260	220	8.38E-03	1.08E+00	5.08E-02
60	260	240	1.04E-02	1.10E+00	5.22E-02
60	260	260	8.38E-03	1.12E+00	5.02E-02
60	260	280	5.66E-03	1.14E+00	4.66E-02
60	260	300	5.05E-03	1.17E+00	4.44E-02
60	280	-300	1.15E-02	1.17E+00	-8.47E-02
60	280	-280	1.41E-02	1.14E+00	-8.19E-02
60	280	-260	1.67E-02	1.12E+00	-7.92E-02
60	280	-240	1.94E-02	1.09E+00	-7.64E-02
60	280	-220	2.20E-02	1.07E+00	-7.36E-02
60	280	-200	1.49E-02	1.06E+00	-6.94E-02
60	280	-180	1.50E-02	1.04E+00	-6.34E-02
60	280	-160	1.51E-02	1.03E+00	-5.75E-02
60	280	-140	1.51E-02	1.02E+00	-5.15E-02
60	280	-120	1.57E-02	1.01E+00	-4.59E-02
60	280	-100	1.60E-02	1.00E+00	-3.77E-02
60	280	-80	1.62E-02	9.98E-01	-2.94E-02
60	280	-60	1.31E-02	9.95E-01	-2.50E-02
60	280	-40	2.26E-02	9.91E-01	-2.48E-02
60	280	-20	1.71E-02	9.90E-01	-1.05E-02
60	280	0	1.70E-02	9.90E-01	-1.88E-03
60	280	20	1.69E-02	9.91E-01	6.71E-03
60	280	40	1.68E-02	9.91E-01	1.53E-02
60	280	60	1.75E-02	9.97E-01	1.66E-02
60	280	80	1.68E-02	1.00E+00	2.73E-02
60	280	100	1.69E-02	1.01E+00	3.57E-02
60	280	120	1.71E-02	1.01E+00	4.40E-02
60	280	140	1.52E-02	1.02E+00	5.14E-02
60	280	160	1.47E-02	1.03E+00	5.24E-02
60	280	180	1.51E-02	1.04E+00	5.34E-02
60	280	200	1.25E-02	1.05E+00	6.47E-02
60	280	220	1.28E-02	1.07E+00	7.19E-02
60	280	240	1.42E-02	1.09E+00	7.29E-02
60	280	260	1.56E-02	1.11E+00	7.39E-02
60	280	280	1.19E-02	1.14E+00	7.41E-02
60	280	300	1.11E-02	1.17E+00	7.60E-02
60	300	-300	1.52E-02	1.16E+00	-1.10E-01
60	300	-280	1.82E-02	1.13E+00	-1.07E-01
60	300	-260	2.12E-02	1.11E+00	-1.05E-01
60	300	-240	2.41E-02	1.08E+00	-1.02E-01
60	300	-220	2.13E-02	1.06E+00	-9.17E-02
60	300	-200	1.88E-02	1.04E+00	-8.48E-02
60	300	-180	1.67E-02	1.03E+00	-7.44E-02
60	300	-160	1.99E-02	1.02E+00	-6.94E-02
60	300	-140	2.00E-02	1.01E+00	-6.35E-02
60	300	-120	1.97E-02	9.98E-01	-5.30E-02
60	300	-100	2.00E-02	9.91E-01	-4.48E-02
60	300	-80	2.02E-02	9.84E-01	-3.65E-02
60	300	-60	2.04E-02	9.76E-01	-2.83E-02
60	300	-40	2.44E-02	9.80E-01	-2.88E-02
60	300	-20	2.01E-02	9.79E-01	-1.01E-02
60	300	0	2.00E-02	9.79E-01	-1.50E-03
60	300	20	1.98E-02	9.79E-01	7.09E-03
60	300	40	1.97E-02	9.84E-01	1.59E-02
60	300	60	1.95E-02	9.86E-01	2.47E-02
60	300	80	1.96E-02	9.88E-01	3.35E-02
60	300	100	1.99E-02	9.98E-01	4.10E-02
60	300	120	2.01E-02	1.00E+00	4.94E-02
60	300	140	2.02E-02	1.01E+00	5.77E-02
60	300	160	2.15E-02	1.02E+00	6.29E-02
60	300	180	1.90E-02	1.03E+00	7.02E-02
60	300	200	1.83E-02	1.05E+00	8.06E-02
60	300	220	1.76E-02	1.06E+00	9.10E-02
60	300	240	1.87E-02	1.08E+00	9.40E-02
60	300	260	2.01E-02	1.11E+00	1.02E-01
60	300	280	1.74E-02	1.14E+00	1.04E-01
60	300	300	1.52E-02	1.16E+00	1.06E-01
80	-300	-300	-3.58E-02	1.16E+00	1.29E-01
80	-300	-280	-3.62E-02	1.12E+00	1.23E-01
80	-300	-260	-3.77E-02	1.09E+00	1.15E-01
80	-300	-240	-3.21E-02	1.07E+00	1.03E-01
80	-300	-220	-3.09E-02	1.05E+00	9.15E-02
80	-300	-200	-2.98E-02	1.04E+00	8.75E-02
80	-300	-180	-3.17E-02	1.02E+00	7.81E-02
80	-300	-160	-3.37E-02	1.01E+00	6.87E-02
80	-300	-140	-3.55E-02	1.00E+00	5.94E-02
80	-300	-120	-3.59E-02	9.91E-01	5.10E-02
80	-300	-100	-3.68E-02	9.83E-01	4.46E-02
80	-300	-80	-3.71E-02	9.77E-01	3.84E-02
80	-300	-60	-3.93E-02	9.72E-01	2.71E-02
80	-300	-40	-3.61E-02	9.70E-01	1.94E-02
80	-300	-20	-3.33E-02	9.67E-01	1.14E-02
80	-300	0	-3.32E-02	9.66E-01	1.87E-03
80	-300	20	-3.34E-02	9.68E-01	-1.49E-02
80	-300	40	-3.55E-02	9.72E-01	-1.65E-02
80	-300	60	-3.58E-02	9.76E-01	-2.39E-02
80	-300	80	-3.29E-02	9.80E-01	-3.26E-02
80	-300	100	-3.31E-02	9.84E-01	-4.02E-02
80	-300	120	-3.28E-02	9.91E-01	-4.97E-02
80	-300	140	-3.21E-02	9.99E-01	-6.10E-02
80	-300	160	-3.14E-02	1.01E+00	-7.24E-02
80	-300	180	-3.07E-02	1.02E+00	-7.47E-02
80	-300	200	-3.32E-02	1.04E+00	-8.31E-02
80	-300	220	-3.57E-02	1.05E+00	-9.16E-02
80	-300	240	-3.82E-02	1.07E+00	-1.00E-01
80	-300	260	-3.64E-02	1.10E+00	-1.11E-01
80	-300	280	-3.30E-02	1.12E+00	-1.18E-01
80	-300	300	-2.97E-02	1.15E+00	-1.25E-01
80	-280	-300	-2.57E-02	1.17E+00	9.43E-02
80	-280	-280	-2.59E-02	1.13E+00	8.95E-02
80	-280	-260	-2.77E-02	1.12E+00	8.78E-02
80	-280	-240	-3.02E-02	1.09E+00	8.31E-02
80	-280	-220	-2.83E-02	1.07E+00	7.36E-02
80	-280	-200	-2.83E-02	1.06E+00	6.85E-02
80	-280	-180	-2.87E-02	1.03E+00	6.68E-02
80	-280	-160	-2.91E-02	1.03E+00	5.84E-02
80	-280	-140	-2.95E-02	1.02E+00	5.00E-02
80	-280	-120	-3.01E-02	1.01E+00	4.26E-02
80	-280	-100	-3.14E-02	1.00E+00	3.75E-02
80	-280	-80	-3.28E-02	9.93E-01	3.25E-02
80	-280	-60	-3.42E-02	9.88E-01	2.48E-02
80	-280	-40	-3.10E-02	9.86E-01	1.72E-02
